t; bacterias
29,59970674486803; 0,45706622388266227
30,160997067448676; 0,45658469627784704
30,722287390029322; 0,456141690881417
31,28357771260997; 0,4557179465891795
31,844868035190615; 0,45531346340113465
32,406158357771254; 0,4549475024214751
32,9674486803519; 0,4546393247543933
33,52873900293255; 0,4542926248789263
34,09002932551319; 0,4540422305244224
34,65131964809384; 0,45383035837830366
35,212609970674485; 0,45350291960702926
35,773900293255124; 0,4534066140860662
36,33519061583577; 0,4530984364189844
36,89648093841642; 0,4530021308980213
37,45777126099706; 0,45288656427286567
38,01906158357771; 0,4525976477099765
38,580351906158356; 0,4525783866057839
39,141642228739; 0,4525783866057839
39,70293255131964; 0,4523665144596652
40,26422287390029; 0,4522124256261243
40,825513196480934; 0,45215464231354646
41,38680351906158; 0,45215464231354646
41,948093841642226; 0,45215464231354646
42,50938416422287; 0,45215464231354646
43,07067448680351; 0,45215464231354646
43,63196480938416; 0,4519620312716204
44,193255131964804; 0,45194277016742773
44,75454545454545; 0,45194277016742773
45,3158357771261; 0,45194277016742773
45,87712609970674; 0,45194277016742773
46,43841642228738; 0,4518849868548499
46,99970674486803; 0,45173089802130906
47,560997067448675; 0,45173089802130906
48,12228739002932; 0,45173089802130906
48,68357771260997; 0,45173089802130906
49,24486803519061; 0,45173089802130906
49,80615835777126; 0,45173089802130906
50,367448680351906; 0,4519042479590425
50,92873900293255; 0,45194277016742773
51,4900293255132; 0,45194277016742773
52,05131964809383; 0,45194277016742773
52,61260997067448; 0,45194277016742773
53,17390029325512; 0,45194277016742773
53,73519061583577; 0,45194277016742773
54,296480938416416; 0,45194277016742773
54,85777126099706; 0,45194277016742773
55,41906158357771; 0,45194277016742773
55,980351906158354; 0,45194277016742773
56,541642228739; 0,45194277016742773
57,10293255131965; 0,45194277016742773
57,66422287390029; 0,45194277016742773
58,22551319648094; 0,45209685900096863
58,786803519061586; 0,45215464231354646
59,34809384164222; 0,45215464231354646
59,909384164222864; 0,45209685900096863
60,47067448680351; 0,45215464231354646
61,03196480938416; 0,45215464231354646
61,5932551319648; 0,45215464231354646
62,15454545454545; 0,45215464231354646
62,715835777126095; 0,45215464231354646
63,27712609970674; 0,45215464231354646
63,83841642228739; 0,45215464231354646
64,39970674486804; 0,45215464231354646
64,96099706744869; 0,45215464231354646
65,52228739002933; 0,45215464231354646
66,08357771260998; 0,45215464231354646
66,64486803519061; 0,45215464231354646
67,20615835777126; 0,45215464231354646
67,7674486803519; 0,45215464231354646
68,32873900293255; 0,45215464231354646
68,8900293255132; 0,45215464231354646
69,45131964809384; 0,45215464231354646
70,01260997067449; 0,45215464231354646
70,57390029325514; 0,45215464231354646
71,13519061583578; 0,45215464231354646
71,69648093841643; 0,45215464231354646
72,25777126099707; 0,45215464231354646
72,81906158357772; 0,45215464231354646
73,38035190615835; 0,45215464231354646
73,941642228739; 0,45215464231354646
74,50293255131965; 0,45215464231354646
75,06422287390029; 0,45215464231354646
75,62551319648094; 0,45215464231354646
76,18680351906158; 0,45215464231354646
76,74809384164223; 0,45215464231354646
77,30938416422288; 0,45215464231354646
77,87067448680352; 0,45215464231354646
78,43196480938417; 0,45215464231354646
78,99325513196482; 0,45215464231354646
79,55454545454546; 0,45215464231354646
80,11583577712611; 0,45209685900096863
80,67712609970674; 0,45215464231354646
81,23841642228739; 0,45215464231354646
81,79970674486803; 0,45215464231354646
82,36099706744868; 0,45215464231354646
82,92228739002933; 0,45215464231354646
83,48357771260997; 0,45215464231354646
84,04486803519062; 0,45215464231354646
84,60615835777126; 0,45215464231354646
85,16744868035191; 0,45215464231354646
85,72873900293256; 0,45215464231354646
86,2900293255132; 0,45215464231354646
86,85131964809385; 0,45215464231354646
87,4126099706745; 0,45215464231354646
87,97390029325513; 0,45215464231354646
88,53519061583577; 0,45215464231354646
89,09648093841642; 0,45215464231354646
89,65777126099707; 0,45215464231354646
90,21906158357771; 0,45215464231354646
90,78035190615836; 0,45215464231354646
91,341642228739; 0,45215464231354646
91,90293255131965; 0,45215464231354646
92,4642228739003; 0,45215464231354646
93,02551319648094; 0,45215464231354646
93,58680351906159; 0,45215464231354646
94,14809384164224; 0,45215464231354646
94,70938416422288; 0,45215464231354646
95,27067448680351; 0,45215464231354646
95,83196480938416; 0,45215464231354646
96,3932551319648; 0,45215464231354646
96,95454545454545; 0,45215464231354646
97,5158357771261; 0,45215464231354646
98,07712609970675; 0,45215464231354646
98,63841642228739; 0,45215464231354646
99,19970674486804; 0,45215464231354646
99,76099706744868; 0,4521161201051612
100,11818181818182; 0,45208401826484024
