t; bacterias
-0,01915181592601023; 0,21880192014986538
0,16211676886163318; 0,22464247959042488
0,36668621700879633; 0,23007025875190262
0,5146627565982378; 0,23512694063926948
0,6677419354838694; 0,23995291730086254
0,8208211143694992; 0,2447553526128869
0,9739002932551291; 0,2495107052257738
1,1269794721407589; 0,25428959918822935
1,2800586510263923; 0,2591155758498225
1,433137829912022; 0,2639180111618469
1,586217008797652; 0,26864982242516494
1,7392961876832818; 0,27338163368848306
1,8923753665689116; 0,2780428209030949
2,055659824046918; 0,2829535464231355
2,208739002932548; 0,2880596651445967
2,4077419354838714; 0,29318697108066977
2,565923753665688; 0,298293089802131
2,7190029325513176; 0,3031873363774734
2,9214076246334297; 0,3085759512937596
3,144484547710354; 0,3146333216251025
3,325753132497999; 0,32037016742770175
3,5526956914053667; 0,3260092260859384
3,7548387096774167; 0,3318465753424658
3,958944281524923; 0,33728462709284635
4,163049853372433; 0,3426520547945206
4,3769681930972215; 0,34815801428404175
4,588269794721404; 0,35349284627092853
4,792375366568914; 0,358489497716895
4,99648093841642; 0,36339786910197874
5,200586510263927; 0,36814733637747343
5,4350649350649345; 0,37323226788432273
5,636927588540489; 0,3783253483198689
5,860658696142567; 0,383296194824962
6,076539589442815; 0,38886843226788437
6,331671554252198; 0,39403811263318117
6,612316715542521; 0,39948675799086764
6,916155691815513; 0,4049456759374568
7,175926419621431; 0,40989577971495783
7,479765395894427; 0,41484748858447495
7,80751184299571; 0,4199011825313196
8,117595307917886; 0,42468188736681894
8,427678772840062; 0,42919096124575584
8,780938416422286; 0,43370663187649494
9,144926686217007; 0,4381852054794521
9,555338968431945; 0,4427450264123915
10,01631424602562; 0,44734848994632703
10,488360027069701; 0,4521709401709402
11,077126099706744; 0,4572010516120106
11,638416422287387; 0,46086066140860665
12,199706744868033; 0,46396169918361707
12,76099706744868; 0,4665041649370417
13,322287390029322; 0,46850731977307325
13,883577712609968; 0,47004820810848214
14,444868035190614; 0,47126165767261663
15,006158357771257; 0,47207062404870626
15,567448680351903; 0,47255215165352155
16,128739002932548; 0,4728988515289886
16,690029325513194; 0,4729181126331812
17,25131964809384; 0,4725906738619068
17,81260997067448; 0,472282496194825
18,373900293255126; 0,47182022969420234
18,935190615835772; 0,47118461325584615
19,49648093841642; 0,4705104746091048
20,057771260997065; 0,46974003044140034
20,61906158357771; 0,4689503251695033
21,180351906158357; 0,4681413587934136
21,741642228738996; 0,46729387020893876
22,302932551319643; 0,46644638162446384
22,86422287390029; 0,46559889303998897
23,425513196480935; 0,4647514044555141
23,98680351906158; 0,46392317697523183
24,548093841642228; 0,46309494949494956
25,109384164222867; 0,4622859831188599
25,670674486803513; 0,46151553895115544
26,23196480938416; 0,4607643558876436
26,793255131964806; 0,46005169503251697
27,354545454545452; 0,45941607859416084
27,915835777126098; 0,4587419399474194
28,477126099706737; 0,4581833679258337
29,038416422287384; 0,4575862736958628
